"","pSteal","pRebound","jWin"
"2926",0.97,0.28,0.992
"2927",0.98,0.28,0.989
"2928",0.99,0.28,0.995
"2929",1,0.28,1
"2930",0,0.29,0.605
"2931",0.01,0.29,0.614
"2932",0.02,0.29,0.622
"2933",0.03,0.29,0.632
"2934",0.04,0.29,0.632
"2935",0.05,0.29,0.646
"2936",0.06,0.29,0.629
"2937",0.07,0.29,0.627
"2938",0.08,0.29,0.636
"2939",0.09,0.29,0.65
"2940",0.1,0.29,0.625
"2941",0.11,0.29,0.644
"2942",0.12,0.29,0.698
"2943",0.13,0.29,0.618
"2944",0.14,0.29,0.641
"2945",0.15,0.29,0.659
"2946",0.16,0.29,0.674
"2947",0.17,0.29,0.663
"2948",0.18,0.29,0.656
"2949",0.19,0.29,0.686
"2950",0.2,0.29,0.672
"2951",0.21,0.29,0.697
"2952",0.22,0.29,0.676
"2953",0.23,0.29,0.661
"2954",0.24,0.29,0.696
"2955",0.25,0.29,0.675
"2956",0.26,0.29,0.723
"2957",0.27,0.29,0.732
"2958",0.28,0.29,0.704
"2959",0.29,0.29,0.714
"2960",0.3,0.29,0.743
"2961",0.31,0.29,0.722
"2962",0.32,0.29,0.736
"2963",0.33,0.29,0.757
"2964",0.34,0.29,0.725
"2965",0.35,0.29,0.746
"2966",0.36,0.29,0.752
"2967",0.37,0.29,0.754
"2968",0.38,0.29,0.738
"2969",0.39,0.29,0.743
"2970",0.4,0.29,0.76
"2971",0.41,0.29,0.792
"2972",0.42,0.29,0.755
"2973",0.43,0.29,0.761
"2974",0.44,0.29,0.783
"2975",0.45,0.29,0.792
"2976",0.46,0.29,0.78
"2977",0.47,0.29,0.778
"2978",0.48,0.29,0.798
"2979",0.49,0.29,0.779
"2980",0.5,0.29,0.81
"2981",0.51,0.29,0.797
"2982",0.52,0.29,0.811
"2983",0.53,0.29,0.835
"2984",0.54,0.29,0.805
"2985",0.55,0.29,0.809
"2986",0.56,0.29,0.827
"2987",0.57,0.29,0.822
"2988",0.58,0.29,0.851
"2989",0.59,0.29,0.847
"2990",0.6,0.29,0.859
"2991",0.61,0.29,0.851
"2992",0.62,0.29,0.828
"2993",0.63,0.29,0.868
"2994",0.64,0.29,0.842
"2995",0.65,0.29,0.86
"2996",0.66,0.29,0.875
"2997",0.67,0.29,0.878
"2998",0.68,0.29,0.871
"2999",0.69,0.29,0.874
"3000",0.7,0.29,0.863
"3001",0.71,0.29,0.885
"3002",0.72,0.29,0.88
"3003",0.73,0.29,0.907
"3004",0.74,0.29,0.911
"3005",0.75,0.29,0.902
"3006",0.76,0.29,0.899
"3007",0.77,0.29,0.921
"3008",0.78,0.29,0.91
"3009",0.79,0.29,0.913
"3010",0.8,0.29,0.924
"3011",0.81,0.29,0.927
"3012",0.82,0.29,0.939
"3013",0.83,0.29,0.94
"3014",0.84,0.29,0.936
"3015",0.85,0.29,0.929
"3016",0.86,0.29,0.952
"3017",0.87,0.29,0.952
"3018",0.88,0.29,0.952
"3019",0.89,0.29,0.961
"3020",0.9,0.29,0.962
"3021",0.91,0.29,0.955
"3022",0.92,0.29,0.975
"3023",0.93,0.29,0.964
"3024",0.94,0.29,0.975
"3025",0.95,0.29,0.983
"3026",0.96,0.29,0.98
"3027",0.97,0.29,0.987
"3028",0.98,0.29,0.992
"3029",0.99,0.29,0.996
"3030",1,0.29,1
"3031",0,0.3,0.604
"3032",0.01,0.3,0.614
"3033",0.02,0.3,0.609
"3034",0.03,0.3,0.611
"3035",0.04,0.3,0.594
"3036",0.05,0.3,0.655
"3037",0.06,0.3,0.598
"3038",0.07,0.3,0.65
"3039",0.08,0.3,0.634
"3040",0.09,0.3,0.638
"3041",0.1,0.3,0.604
"3042",0.11,0.3,0.65
"3043",0.12,0.3,0.627
"3044",0.13,0.3,0.658
"3045",0.14,0.3,0.678
"3046",0.15,0.3,0.678
"3047",0.16,0.3,0.677
"3048",0.17,0.3,0.665
"3049",0.18,0.3,0.662
"3050",0.19,0.3,0.668
"3051",0.2,0.3,0.681
"3052",0.21,0.3,0.701
"3053",0.22,0.3,0.686
"3054",0.23,0.3,0.698
"3055",0.24,0.3,0.704
"3056",0.25,0.3,0.705
"3057",0.26,0.3,0.67
"3058",0.27,0.3,0.71
"3059",0.28,0.3,0.721
"3060",0.29,0.3,0.709
"3061",0.3,0.3,0.712
"3062",0.31,0.3,0.695
"3063",0.32,0.3,0.728
"3064",0.33,0.3,0.742
"3065",0.34,0.3,0.768
"3066",0.35,0.3,0.753
"3067",0.36,0.3,0.75
"3068",0.37,0.3,0.761
"3069",0.38,0.3,0.733
"3070",0.39,0.3,0.777
"3071",0.4,0.3,0.742
"3072",0.41,0.3,0.753
"3073",0.42,0.3,0.768
"3074",0.43,0.3,0.772
"3075",0.44,0.3,0.767
"3076",0.45,0.3,0.76
"3077",0.46,0.3,0.8
"3078",0.47,0.3,0.808
"3079",0.48,0.3,0.774
"3080",0.49,0.3,0.807
"3081",0.5,0.3,0.812
"3082",0.51,0.3,0.809
"3083",0.52,0.3,0.82
"3084",0.53,0.3,0.81
"3085",0.54,0.3,0.83
"3086",0.55,0.3,0.83
"3087",0.56,0.3,0.817
"3088",0.57,0.3,0.823
"3089",0.58,0.3,0.842
"3090",0.59,0.3,0.842
"3091",0.6,0.3,0.839
"3092",0.61,0.3,0.857
"3093",0.62,0.3,0.849
"3094",0.63,0.3,0.854
"3095",0.64,0.3,0.862
"3096",0.65,0.3,0.863
"3097",0.66,0.3,0.872
"3098",0.67,0.3,0.858
"3099",0.68,0.3,0.851
"3100",0.69,0.3,0.873
"3101",0.7,0.3,0.885
"3102",0.71,0.3,0.88
"3103",0.72,0.3,0.886
"3104",0.73,0.3,0.881
"3105",0.74,0.3,0.92
"3106",0.75,0.3,0.905
"3107",0.76,0.3,0.918
"3108",0.77,0.3,0.913
"3109",0.78,0.3,0.902
"3110",0.79,0.3,0.917
"3111",0.8,0.3,0.918
"3112",0.81,0.3,0.922
"3113",0.82,0.3,0.922
"3114",0.83,0.3,0.919
"3115",0.84,0.3,0.941
"3116",0.85,0.3,0.945
"3117",0.86,0.3,0.942
"3118",0.87,0.3,0.955
"3119",0.88,0.3,0.947
"3120",0.89,0.3,0.955
"3121",0.9,0.3,0.956
"3122",0.91,0.3,0.961
"3123",0.92,0.3,0.973
"3124",0.93,0.3,0.973
"3125",0.94,0.3,0.978
"3126",0.95,0.3,0.977
"3127",0.96,0.3,0.991
"3128",0.97,0.3,0.985
"3129",0.98,0.3,0.993
"3130",0.99,0.3,0.998
"3131",1,0.3,1
"3132",0,0.31,0.588
"3133",0.01,0.31,0.58
"3134",0.02,0.31,0.598
"3135",0.03,0.31,0.608
"3136",0.04,0.31,0.627
"3137",0.05,0.31,0.628
"3138",0.06,0.31,0.617
"3139",0.07,0.31,0.619
"3140",0.08,0.31,0.633
"3141",0.09,0.31,0.647
"3142",0.1,0.31,0.621
"3143",0.11,0.31,0.623
"3144",0.12,0.31,0.605
"3145",0.13,0.31,0.662
"3146",0.14,0.31,0.663
"3147",0.15,0.31,0.64
"3148",0.16,0.31,0.644
"3149",0.17,0.31,0.668
"3150",0.18,0.31,0.689
"3151",0.19,0.31,0.663
"3152",0.2,0.31,0.674
"3153",0.21,0.31,0.656
"3154",0.22,0.31,0.67
"3155",0.23,0.31,0.708
"3156",0.24,0.31,0.69
"3157",0.25,0.31,0.699
"3158",0.26,0.31,0.687
"3159",0.27,0.31,0.72
"3160",0.28,0.31,0.708
"3161",0.29,0.31,0.705
"3162",0.3,0.31,0.719
"3163",0.31,0.31,0.732
"3164",0.32,0.31,0.72
"3165",0.33,0.31,0.705
"3166",0.34,0.31,0.764
"3167",0.35,0.31,0.76
"3168",0.36,0.31,0.75
"3169",0.37,0.31,0.733
"3170",0.38,0.31,0.746
"3171",0.39,0.31,0.746
"3172",0.4,0.31,0.76
"3173",0.41,0.31,0.78
"3174",0.42,0.31,0.764
"3175",0.43,0.31,0.77
"3176",0.44,0.31,0.757
"3177",0.45,0.31,0.785
"3178",0.46,0.31,0.791
"3179",0.47,0.31,0.793
"3180",0.48,0.31,0.786
"3181",0.49,0.31,0.79
"3182",0.5,0.31,0.818
"3183",0.51,0.31,0.82
"3184",0.52,0.31,0.806
"3185",0.53,0.31,0.787
"3186",0.54,0.31,0.815
"3187",0.55,0.31,0.807
"3188",0.56,0.31,0.808
"3189",0.57,0.31,0.84
"3190",0.58,0.31,0.817
"3191",0.59,0.31,0.83
"3192",0.6,0.31,0.811
"3193",0.61,0.31,0.822
"3194",0.62,0.31,0.858
"3195",0.63,0.31,0.862
"3196",0.64,0.31,0.84
"3197",0.65,0.31,0.869
"3198",0.66,0.31,0.848
"3199",0.67,0.31,0.866
"3200",0.68,0.31,0.871
"3201",0.69,0.31,0.85
"3202",0.7,0.31,0.905
"3203",0.71,0.31,0.874
"3204",0.72,0.31,0.885
"3205",0.73,0.31,0.893
"3206",0.74,0.31,0.912
"3207",0.75,0.31,0.905
"3208",0.76,0.31,0.913
"3209",0.77,0.31,0.915
"3210",0.78,0.31,0.912
"3211",0.79,0.31,0.919
"3212",0.8,0.31,0.924
"3213",0.81,0.31,0.925
"3214",0.82,0.31,0.932
"3215",0.83,0.31,0.925
"3216",0.84,0.31,0.933
"3217",0.85,0.31,0.942
"3218",0.86,0.31,0.951
"3219",0.87,0.31,0.95
"3220",0.88,0.31,0.961
"3221",0.89,0.31,0.961
"3222",0.9,0.31,0.967
"3223",0.91,0.31,0.962
"3224",0.92,0.31,0.971
"3225",0.93,0.31,0.965
"3226",0.94,0.31,0.968
"3227",0.95,0.31,0.985
"3228",0.96,0.31,0.979
"3229",0.97,0.31,0.991
"3230",0.98,0.31,0.988
"3231",0.99,0.31,0.994
"3232",1,0.31,1
"3233",0,0.32,0.583
"3234",0.01,0.32,0.612
"3235",0.02,0.32,0.614
"3236",0.03,0.32,0.605
"3237",0.04,0.32,0.621
"3238",0.05,0.32,0.595
"3239",0.06,0.32,0.613
"3240",0.07,0.32,0.602
"3241",0.08,0.32,0.601
"3242",0.09,0.32,0.618
"3243",0.1,0.32,0.632
"3244",0.11,0.32,0.644
"3245",0.12,0.32,0.648
"3246",0.13,0.32,0.655
"3247",0.14,0.32,0.665
"3248",0.15,0.32,0.663
"3249",0.16,0.32,0.654
"3250",0.17,0.32,0.654
"3251",0.18,0.32,0.674
"3252",0.19,0.32,0.677
"3253",0.2,0.32,0.675
"3254",0.21,0.32,0.672
"3255",0.22,0.32,0.671
"3256",0.23,0.32,0.694
"3257",0.24,0.32,0.703
"3258",0.25,0.32,0.709
"3259",0.26,0.32,0.692
"3260",0.27,0.32,0.697
"3261",0.28,0.32,0.699
"3262",0.29,0.32,0.737
"3263",0.3,0.32,0.705
"3264",0.31,0.32,0.675
"3265",0.32,0.32,0.698
"3266",0.33,0.32,0.692
"3267",0.34,0.32,0.742
"3268",0.35,0.32,0.745
"3269",0.36,0.32,0.754
"3270",0.37,0.32,0.752
"3271",0.38,0.32,0.737
"3272",0.39,0.32,0.735
"3273",0.4,0.32,0.754
"3274",0.41,0.32,0.767
"3275",0.42,0.32,0.784
"3276",0.43,0.32,0.774
"3277",0.44,0.32,0.752
"3278",0.45,0.32,0.774
"3279",0.46,0.32,0.782
"3280",0.47,0.32,0.773
"3281",0.48,0.32,0.781
"3282",0.49,0.32,0.801
"3283",0.5,0.32,0.784
"3284",0.51,0.32,0.793
"3285",0.52,0.32,0.821
"3286",0.53,0.32,0.792
"3287",0.54,0.32,0.811
"3288",0.55,0.32,0.824
"3289",0.56,0.32,0.818
"3290",0.57,0.32,0.811
"3291",0.58,0.32,0.829
"3292",0.59,0.32,0.838
"3293",0.6,0.32,0.825
"3294",0.61,0.32,0.823
"3295",0.62,0.32,0.852
"3296",0.63,0.32,0.863
"3297",0.64,0.32,0.846
"3298",0.65,0.32,0.86
"3299",0.66,0.32,0.87
"3300",0.67,0.32,0.864
"3301",0.68,0.32,0.863
"3302",0.69,0.32,0.87
"3303",0.7,0.32,0.873
"3304",0.71,0.32,0.893
"3305",0.72,0.32,0.889
"3306",0.73,0.32,0.901
"3307",0.74,0.32,0.893
"3308",0.75,0.32,0.881
"3309",0.76,0.32,0.915
"3310",0.77,0.32,0.901
"3311",0.78,0.32,0.925
"3312",0.79,0.32,0.901
"3313",0.8,0.32,0.914
"3314",0.81,0.32,0.904
"3315",0.82,0.32,0.923
"3316",0.83,0.32,0.917
"3317",0.84,0.32,0.932
"3318",0.85,0.32,0.943
"3319",0.86,0.32,0.951
"3320",0.87,0.32,0.945
"3321",0.88,0.32,0.941
"3322",0.89,0.32,0.947
"3323",0.9,0.32,0.958
"3324",0.91,0.32,0.969
"3325",0.92,0.32,0.966
"3326",0.93,0.32,0.982
"3327",0.94,0.32,0.972
"3328",0.95,0.32,0.98
"3329",0.96,0.32,0.984
"3330",0.97,0.32,0.988
"3331",0.98,0.32,0.995
"3332",0.99,0.32,0.999
"3333",1,0.32,1
"3334",0,0.33,0.578
"3335",0.01,0.33,0.587
"3336",0.02,0.33,0.6
"3337",0.03,0.33,0.615
"3338",0.04,0.33,0.586
"3339",0.05,0.33,0.637
"3340",0.06,0.33,0.614
"3341",0.07,0.33,0.629
"3342",0.08,0.33,0.619
"3343",0.09,0.33,0.601
"3344",0.1,0.33,0.604
"3345",0.11,0.33,0.626
"3346",0.12,0.33,0.617
"3347",0.13,0.33,0.635
"3348",0.14,0.33,0.643
"3349",0.15,0.33,0.637
"3350",0.16,0.33,0.664
"3351",0.17,0.33,0.656
"3352",0.18,0.33,0.662
"3353",0.19,0.33,0.651
"3354",0.2,0.33,0.676
"3355",0.21,0.33,0.658
"3356",0.22,0.33,0.689
"3357",0.23,0.33,0.661
"3358",0.24,0.33,0.697
"3359",0.25,0.33,0.681
"3360",0.26,0.33,0.704
"3361",0.27,0.33,0.698
"3362",0.28,0.33,0.704
"3363",0.29,0.33,0.71
"3364",0.3,0.33,0.712
"3365",0.31,0.33,0.716
"3366",0.32,0.33,0.738
"3367",0.33,0.33,0.726
"3368",0.34,0.33,0.751
"3369",0.35,0.33,0.743
"3370",0.36,0.33,0.734
"3371",0.37,0.33,0.715
"3372",0.38,0.33,0.75
"3373",0.39,0.33,0.748
"3374",0.4,0.33,0.773
"3375",0.41,0.33,0.726
"3376",0.42,0.33,0.744
"3377",0.43,0.33,0.76
"3378",0.44,0.33,0.752
"3379",0.45,0.33,0.755
"3380",0.46,0.33,0.773
"3381",0.47,0.33,0.768
"3382",0.48,0.33,0.775
"3383",0.49,0.33,0.775
"3384",0.5,0.33,0.805
"3385",0.51,0.33,0.802
"3386",0.52,0.33,0.816
"3387",0.53,0.33,0.795
"3388",0.54,0.33,0.803
"3389",0.55,0.33,0.833
"3390",0.56,0.33,0.831
"3391",0.57,0.33,0.822
"3392",0.58,0.33,0.817
"3393",0.59,0.33,0.838
"3394",0.6,0.33,0.826
"3395",0.61,0.33,0.831
"3396",0.62,0.33,0.829
"3397",0.63,0.33,0.859
"3398",0.64,0.33,0.833
"3399",0.65,0.33,0.857
"3400",0.66,0.33,0.87
"3401",0.67,0.33,0.875
"3402",0.68,0.33,0.858
"3403",0.69,0.33,0.872
"3404",0.7,0.33,0.872
"3405",0.71,0.33,0.872
"3406",0.72,0.33,0.885
"3407",0.73,0.33,0.899
"3408",0.74,0.33,0.891
"3409",0.75,0.33,0.882
"3410",0.76,0.33,0.901
"3411",0.77,0.33,0.91
"3412",0.78,0.33,0.913
"3413",0.79,0.33,0.918
"3414",0.8,0.33,0.903
"3415",0.81,0.33,0.938
"3416",0.82,0.33,0.935
"3417",0.83,0.33,0.916
"3418",0.84,0.33,0.94
"3419",0.85,0.33,0.929
"3420",0.86,0.33,0.942
"3421",0.87,0.33,0.957
"3422",0.88,0.33,0.941
"3423",0.89,0.33,0.949
"3424",0.9,0.33,0.972
"3425",0.91,0.33,0.954
"3426",0.92,0.33,0.96
"3427",0.93,0.33,0.968
"3428",0.94,0.33,0.977
"3429",0.95,0.33,0.98
"3430",0.96,0.33,0.987
"3431",0.97,0.33,0.987
"3432",0.98,0.33,0.991
"3433",0.99,0.33,0.996
"3434",1,0.33,1
"3435",0,0.34,0.589
"3436",0.01,0.34,0.582
"3437",0.02,0.34,0.57
"3438",0.03,0.34,0.608
"3439",0.04,0.34,0.644
"3440",0.05,0.34,0.616
"3441",0.06,0.34,0.597
"3442",0.07,0.34,0.623
"3443",0.08,0.34,0.62
"3444",0.09,0.34,0.65
"3445",0.1,0.34,0.605
"3446",0.11,0.34,0.644
"3447",0.12,0.34,0.621
"3448",0.13,0.34,0.642
"3449",0.14,0.34,0.641
"3450",0.15,0.34,0.652
"3451",0.16,0.34,0.651
"3452",0.17,0.34,0.691
"3453",0.18,0.34,0.667
"3454",0.19,0.34,0.644
"3455",0.2,0.34,0.698
"3456",0.21,0.34,0.672
"3457",0.22,0.34,0.695
"3458",0.23,0.34,0.695
"3459",0.24,0.34,0.671
"3460",0.25,0.34,0.698
"3461",0.26,0.34,0.684
"3462",0.27,0.34,0.703
"3463",0.28,0.34,0.703
"3464",0.29,0.34,0.679
"3465",0.3,0.34,0.707
"3466",0.31,0.34,0.691
"3467",0.32,0.34,0.724
"3468",0.33,0.34,0.701
"3469",0.34,0.34,0.715
"3470",0.35,0.34,0.765
"3471",0.36,0.34,0.732
"3472",0.37,0.34,0.755
"3473",0.38,0.34,0.733
"3474",0.39,0.34,0.747
"3475",0.4,0.34,0.746
"3476",0.41,0.34,0.728
"3477",0.42,0.34,0.76
"3478",0.43,0.34,0.763
"3479",0.44,0.34,0.762
"3480",0.45,0.34,0.767
"3481",0.46,0.34,0.773
"3482",0.47,0.34,0.762
"3483",0.48,0.34,0.801
"3484",0.49,0.34,0.798
"3485",0.5,0.34,0.809
"3486",0.51,0.34,0.777
"3487",0.52,0.34,0.824
"3488",0.53,0.34,0.792
"3489",0.54,0.34,0.793
"3490",0.55,0.34,0.803
"3491",0.56,0.34,0.806
"3492",0.57,0.34,0.824
"3493",0.58,0.34,0.829
"3494",0.59,0.34,0.834
"3495",0.6,0.34,0.831
"3496",0.61,0.34,0.842
"3497",0.62,0.34,0.849
"3498",0.63,0.34,0.851
"3499",0.64,0.34,0.838
"3500",0.65,0.34,0.833
"3501",0.66,0.34,0.868
"3502",0.67,0.34,0.863
"3503",0.68,0.34,0.873
"3504",0.69,0.34,0.862
"3505",0.7,0.34,0.881
"3506",0.71,0.34,0.873
"3507",0.72,0.34,0.893
"3508",0.73,0.34,0.897
"3509",0.74,0.34,0.889
"3510",0.75,0.34,0.899
"3511",0.76,0.34,0.893
"3512",0.77,0.34,0.901
"3513",0.78,0.34,0.897
"3514",0.79,0.34,0.92
"3515",0.8,0.34,0.917
"3516",0.81,0.34,0.923
"3517",0.82,0.34,0.923
"3518",0.83,0.34,0.939
"3519",0.84,0.34,0.95
"3520",0.85,0.34,0.928
"3521",0.86,0.34,0.946
"3522",0.87,0.34,0.946
"3523",0.88,0.34,0.96
"3524",0.89,0.34,0.948
"3525",0.9,0.34,0.952
"3526",0.91,0.34,0.965
"3527",0.92,0.34,0.974
"3528",0.93,0.34,0.968
"3529",0.94,0.34,0.971
"3530",0.95,0.34,0.977
"3531",0.96,0.34,0.979
"3532",0.97,0.34,0.985
"3533",0.98,0.34,0.993
"3534",0.99,0.34,0.998
"3535",1,0.34,1
"3536",0,0.35,0.56
"3537",0.01,0.35,0.581
"3538",0.02,0.35,0.59
"3539",0.03,0.35,0.586
"3540",0.04,0.35,0.571
"3541",0.05,0.35,0.579
"3542",0.06,0.35,0.616
"3543",0.07,0.35,0.613
"3544",0.08,0.35,0.627
"3545",0.09,0.35,0.613
"3546",0.1,0.35,0.6
"3547",0.11,0.35,0.627
"3548",0.12,0.35,0.64
"3549",0.13,0.35,0.623
"3550",0.14,0.35,0.658
"3551",0.15,0.35,0.632
"3552",0.16,0.35,0.644
"3553",0.17,0.35,0.643
"3554",0.18,0.35,0.637
"3555",0.19,0.35,0.651
"3556",0.2,0.35,0.681
"3557",0.21,0.35,0.673
"3558",0.22,0.35,0.665
"3559",0.23,0.35,0.66
"3560",0.24,0.35,0.672
"3561",0.25,0.35,0.667
"3562",0.26,0.35,0.63
"3563",0.27,0.35,0.69
"3564",0.28,0.35,0.687
"3565",0.29,0.35,0.693
"3566",0.3,0.35,0.703
"3567",0.31,0.35,0.708
"3568",0.32,0.35,0.715
"3569",0.33,0.35,0.732
"3570",0.34,0.35,0.742
"3571",0.35,0.35,0.736
"3572",0.36,0.35,0.701
"3573",0.37,0.35,0.71
"3574",0.38,0.35,0.733
"3575",0.39,0.35,0.725
"3576",0.4,0.35,0.747
"3577",0.41,0.35,0.741
"3578",0.42,0.35,0.728
"3579",0.43,0.35,0.74
"3580",0.44,0.35,0.766
"3581",0.45,0.35,0.772
"3582",0.46,0.35,0.76
"3583",0.47,0.35,0.772
"3584",0.48,0.35,0.764
"3585",0.49,0.35,0.784
"3586",0.5,0.35,0.802
"3587",0.51,0.35,0.796
"3588",0.52,0.35,0.814
"3589",0.53,0.35,0.803
"3590",0.54,0.35,0.803
"3591",0.55,0.35,0.803
"3592",0.56,0.35,0.823
"3593",0.57,0.35,0.826
"3594",0.58,0.35,0.827
"3595",0.59,0.35,0.848
"3596",0.6,0.35,0.84
"3597",0.61,0.35,0.826
"3598",0.62,0.35,0.849
"3599",0.63,0.35,0.85
"3600",0.64,0.35,0.853
"3601",0.65,0.35,0.855
"3602",0.66,0.35,0.862
"3603",0.67,0.35,0.862
"3604",0.68,0.35,0.86
"3605",0.69,0.35,0.864
"3606",0.7,0.35,0.874
"3607",0.71,0.35,0.885
"3608",0.72,0.35,0.859
"3609",0.73,0.35,0.892
"3610",0.74,0.35,0.868
"3611",0.75,0.35,0.881
"3612",0.76,0.35,0.904
"3613",0.77,0.35,0.916
"3614",0.78,0.35,0.912
"3615",0.79,0.35,0.913
"3616",0.8,0.35,0.909
"3617",0.81,0.35,0.915
"3618",0.82,0.35,0.916
"3619",0.83,0.35,0.938
"3620",0.84,0.35,0.929
"3621",0.85,0.35,0.94
"3622",0.86,0.35,0.934
"3623",0.87,0.35,0.935
"3624",0.88,0.35,0.943
"3625",0.89,0.35,0.955
"3626",0.9,0.35,0.961
"3627",0.91,0.35,0.957
"3628",0.92,0.35,0.968
"3629",0.93,0.35,0.968
"3630",0.94,0.35,0.98
"3631",0.95,0.35,0.976
"3632",0.96,0.35,0.983
"3633",0.97,0.35,0.992
"3634",0.98,0.35,0.988
"3635",0.99,0.35,0.996
"3636",1,0.35,1
"3637",0,0.36,0.588
"3638",0.01,0.36,0.551
"3639",0.02,0.36,0.6
"3640",0.03,0.36,0.578
"3641",0.04,0.36,0.577
"3642",0.05,0.36,0.582
"3643",0.06,0.36,0.588
"3644",0.07,0.36,0.606
"3645",0.08,0.36,0.625
"3646",0.09,0.36,0.592
"3647",0.1,0.36,0.593
"3648",0.11,0.36,0.609
"3649",0.12,0.36,0.622
"3650",0.13,0.36,0.628
"3651",0.14,0.36,0.62
"3652",0.15,0.36,0.625
"3653",0.16,0.36,0.64
"3654",0.17,0.36,0.632
"3655",0.18,0.36,0.663
"3656",0.19,0.36,0.636
"3657",0.2,0.36,0.666
"3658",0.21,0.36,0.639
"3659",0.22,0.36,0.684
"3660",0.23,0.36,0.648
"3661",0.24,0.36,0.67
"3662",0.25,0.36,0.669
"3663",0.26,0.36,0.654
"3664",0.27,0.36,0.677
"3665",0.28,0.36,0.701
"3666",0.29,0.36,0.709
"3667",0.3,0.36,0.713
"3668",0.31,0.36,0.688
"3669",0.32,0.36,0.701
"3670",0.33,0.36,0.713
"3671",0.34,0.36,0.708
"3672",0.35,0.36,0.714
"3673",0.36,0.36,0.723
"3674",0.37,0.36,0.741
"3675",0.38,0.36,0.715
"3676",0.39,0.36,0.728
"3677",0.4,0.36,0.796
"3678",0.41,0.36,0.742
"3679",0.42,0.36,0.739
"3680",0.43,0.36,0.765
"3681",0.44,0.36,0.756
"3682",0.45,0.36,0.767
"3683",0.46,0.36,0.767
"3684",0.47,0.36,0.775
"3685",0.48,0.36,0.787
"3686",0.49,0.36,0.781
"3687",0.5,0.36,0.802
"3688",0.51,0.36,0.799
"3689",0.52,0.36,0.778
"3690",0.53,0.36,0.788
"3691",0.54,0.36,0.81
"3692",0.55,0.36,0.795
"3693",0.56,0.36,0.819
"3694",0.57,0.36,0.822
"3695",0.58,0.36,0.804
"3696",0.59,0.36,0.819
"3697",0.6,0.36,0.807
"3698",0.61,0.36,0.846
"3699",0.62,0.36,0.836
"3700",0.63,0.36,0.854
"3701",0.64,0.36,0.857
"3702",0.65,0.36,0.844
"3703",0.66,0.36,0.863
"3704",0.67,0.36,0.86
"3705",0.68,0.36,0.861
"3706",0.69,0.36,0.863
"3707",0.7,0.36,0.884
"3708",0.71,0.36,0.878
"3709",0.72,0.36,0.876
"3710",0.73,0.36,0.894
"3711",0.74,0.36,0.873
"3712",0.75,0.36,0.894
"3713",0.76,0.36,0.9
"3714",0.77,0.36,0.91
"3715",0.78,0.36,0.905
"3716",0.79,0.36,0.916
"3717",0.8,0.36,0.909
"3718",0.81,0.36,0.917
"3719",0.82,0.36,0.924
"3720",0.83,0.36,0.939
"3721",0.84,0.36,0.927
"3722",0.85,0.36,0.934
"3723",0.86,0.36,0.93
"3724",0.87,0.36,0.942
"3725",0.88,0.36,0.95
"3726",0.89,0.36,0.948
"3727",0.9,0.36,0.959
"3728",0.91,0.36,0.965
"3729",0.92,0.36,0.96
"3730",0.93,0.36,0.971
"3731",0.94,0.36,0.982
"3732",0.95,0.36,0.982
"3733",0.96,0.36,0.98
"3734",0.97,0.36,0.985
"3735",0.98,0.36,0.995
"3736",0.99,0.36,0.996
"3737",1,0.36,1
"3738",0,0.37,0.578
"3739",0.01,0.37,0.562
"3740",0.02,0.37,0.565
"3741",0.03,0.37,0.587
"3742",0.04,0.37,0.583
"3743",0.05,0.37,0.597
"3744",0.06,0.37,0.588
"3745",0.07,0.37,0.602
"3746",0.08,0.37,0.637
"3747",0.09,0.37,0.623
"3748",0.1,0.37,0.599
"3749",0.11,0.37,0.61
"3750",0.12,0.37,0.613
"3751",0.13,0.37,0.625
"3752",0.14,0.37,0.602
"3753",0.15,0.37,0.608
"3754",0.16,0.37,0.639
"3755",0.17,0.37,0.645
"3756",0.18,0.37,0.626
"3757",0.19,0.37,0.645
"3758",0.2,0.37,0.67
"3759",0.21,0.37,0.672
"3760",0.22,0.37,0.622
"3761",0.23,0.37,0.644
"3762",0.24,0.37,0.668
"3763",0.25,0.37,0.661
"3764",0.26,0.37,0.685
"3765",0.27,0.37,0.687
"3766",0.28,0.37,0.688
"3767",0.29,0.37,0.7
"3768",0.3,0.37,0.691
"3769",0.31,0.37,0.679
"3770",0.32,0.37,0.717
"3771",0.33,0.37,0.702
"3772",0.34,0.37,0.692
"3773",0.35,0.37,0.714
"3774",0.36,0.37,0.722
"3775",0.37,0.37,0.743
"3776",0.38,0.37,0.731
"3777",0.39,0.37,0.731
"3778",0.4,0.37,0.76
"3779",0.41,0.37,0.777
"3780",0.42,0.37,0.766
"3781",0.43,0.37,0.741
"3782",0.44,0.37,0.788
"3783",0.45,0.37,0.756
"3784",0.46,0.37,0.771
"3785",0.47,0.37,0.788
"3786",0.48,0.37,0.786
"3787",0.49,0.37,0.776
"3788",0.5,0.37,0.793
"3789",0.51,0.37,0.809
"3790",0.52,0.37,0.795
"3791",0.53,0.37,0.802
"3792",0.54,0.37,0.795
"3793",0.55,0.37,0.8
"3794",0.56,0.37,0.821
"3795",0.57,0.37,0.812
"3796",0.58,0.37,0.834
"3797",0.59,0.37,0.818
"3798",0.6,0.37,0.845
"3799",0.61,0.37,0.816
"3800",0.62,0.37,0.847
"3801",0.63,0.37,0.827
"3802",0.64,0.37,0.852
